lat,lon,predicted
41.710871,-126.152417,0.017073827516711913
41.967475,-125.891107,0.02015168377089268
41.767533,-126.079535,0.010867194713447938
41.713255,-126.030914,0.009459171410851359
41.215962,-125.599168,0.051933574974468634
40.994962,-125.314794,0.055034672876855484
41.642488,-125.899153,0.035377819806793186
41.625937,-125.955537,0.06111256668141449
41.553465,-126.041951,0.08326630262078255
41.913904,-125.797472,0.08434086184785197
41.994464,-125.698932,0.09541417910844233
42.455164,-125.14099,0.07844757033757867
41.777351,-125.307398,0.10114206003092799
41.344635,-125.442869,0.08700868108991329
40.854595,-125.637304,0.07196000266339708
41.449432,-125.336511,0.055258880209320814
41.604959,-125.458502,0.07278327284671075
42.145297,-125.843881,0.11132409923699303
42.072227,-125.881222,0.09745421326913878
42.168985,-125.87788,0.07405425063227222
42.254861,-125.857964,0.089741282601296
41.985022,-125.909623,0.024042163277305965
41.029189,-126.272255,0.02685602477391696
40.949777,-126.239807,0.028929287496965984
40.727887,-126.334347,0.04270922200082109
40.387182,-126.468691,0.05030020588234504
40.982659,-126.169166,0.03208753979291957
40.732624,-126.283027,0.049669241161887014
40.137588,-126.565228,0.0202847826076753
40.848063,-126.059272,0.043561188091375436
40.656836,-126.085038,0.05270294137952151
40.003814,-126.203551,0.01478252815078715
39.514977,-126.286813,0.013962972536247774
37.684338,-126.571947,0.021323747377329092
37.321068,-126.618454,0.015686989010505352
37.971887,-126.474431,0.03784537163038073
38.10048,-126.270381,0.033443870773452844
38.657163,-125.154526,0.03237315387495351
38.679109,-125.029153,0.03402205080646968
38.77341,-124.339347,0.08768405731708695
38.725687,-124.60991,0.04386790878700843
38.645377,-124.64189,0.050973766273546675
37.775126,-125.178343,0.032755651334844905
37.609886,-125.069871,0.017075667516459912
37.198315,-124.793277,0.018883293111088825
37.190715,-124.793311,0.021550254325640606
37.380901,-124.842416,0.01974943911466392
38.989169,-125.363557,0.03142532085332889
38.997094,-125.421783,0.018473200655632595
39.086256,-125.866355,0.02062826590258675
39.424756,-127.687881,0.018566811552733084
39.538325,-128.241032,0.019267913713141634
39.345835,-127.602866,0.017137412250144816
30.37001,-116.6582,0.26641686410843696
30.53308,-117.0729,0.3087731399350446
30.26451,-117.2911,0.15604723941492638
30.28839,-117.3081,0.12483246592753712
30.58308,-117.4196,0.2200438910451459
31.13363,-117.2023,0.3603068791672587
31.30724,-117.1674,0.4129389614180526
31.13167,-117.1212,0.44552156463516485
31.36293,-117.1146,0.4093636082504859
31.56893,-117.2766,0.5230122175126151
31.88317,-117.5431,0.49353511788854043
32.29012,-117.8884,0.31850702691284305
32.7793,-118.2264,0.4623535196460328
33.2814,-118.5518,0.42607476220758983
33.66588,-118.8594,0.5226305173576903
33.75977,-119.1577,0.5697186437781344
33.67378,-119.4308,0.31687620780898107
33.46213,-119.7908,0.7023778008216597
33.37292,-120.029,0.4755420606558886
33.32704,-120.1727,0.3870533457941948
33.29845,-120.2469,0.46949006048387726
33.29597,-120.316,0.5483176988779397
33.29569,-120.3819,0.4810126550547314
33.22241,-120.432,0.44640937161135685
33.11135,-120.4793,0.453807688771364
32.99063,-120.5342,0.08014316092963462
32.85938,-120.5763,0.049360735101644036
32.72334,-120.6021,0.05039667661463559
32.58514,-120.6442,0.046692879261385156
32.43945,-120.6824,0.059089690541209494
32.34259,-120.7191,0.04633113190608652
30.04344,-116.637117,0.0627747812187135
30.717433,-117.313094,0.1564117177201706
31.041735,-117.313139,0.11110937730842467
31.170657,-117.482494,0.11337254630099773
31.475074,-117.897362,0.06736462100938026
32.078615,-118.434185,0.22607036814888626
32.029877,-118.581598,0.22182710163213304
31.873845,-119.209079,0.20698467096904138
31.584833,-119.060501,0.24212291737402214
31.509345,-119.251663,0.21008737271076353
31.391447,-119.330586,0.027864262886913474
31.26891,-119.338353,0.024811073260967934
30.553141,-119.524498,0.019475619276883387
30.297652,-119.5888,0.021145739391297817
30.537284,-119.83342,0.013443004219440944
30.973933,-119.817478,0.011698162364874887
31.580746,-119.721266,0.019452474038781815
32.197634,-119.660875,0.13886134314806137
32.128821,-119.551597,0.1274804579483673
32.233037,-119.458207,0.10653478532686013
32.329579,-119.35073,0.09097184585126634
32.6821,-118.847531,0.1196534582690016
32.996869,-118.103648,0.12460249502971313
33.133334,-117.960831,0.11527183799693291
33.125528,-117.636622,0.18902815403343623
33.064607,-117.828564,0.17042365867133621
32.973676,-117.91107,0.16804962668161413
32.6954,-118.31965,0.17981465334914817
32.289774,-118.547091,0.07206253022495494
31.931624,-118.473419,0.12998113618845292
32.234695,-118.333035,0.06382911527098299
32.204428,-118.314511,0.05416313703265092
31.812112,-117.98905,0.07020069523826931
31.933774,-117.833085,0.08468321663414763
31.683095,-118.158799,0.10651846193989657
31.531318,-118.231862,0.11409118604197399
31.11561,-118.981051,0.026516575388645852
30.988444,-119.043962,0.017927235299421675
30.523276,-119.263971,0.02107219988605472
30.542419,-119.28617,0.036804918843636715
30.703893,-119.645798,0.02270105710169377
30.978618,-119.82442,0.011098031531115896
31.399896,-120.11242,0.008790344031958868
31.268898,-119.833874,0.010260435020327094
31.362096,-119.750462,0.01195453932842
31.507369,-119.53289,0.01888908573231128
31.647719,-119.212919,0.08813729887919913
32.047137,-118.457326,0.12917449543402634
32.211974,-118.004729,0.09002692200636431
32.501515,-117.806481,0.11381952092031276
32.584389,-117.83829,0.1309470288279843
33.127546,-118.113151,0.10116280683497861
33.542208,-118.114058,0.20555557580774825
33.339269,-117.724987,0.17334042873927002
33.127346,-117.491828,0.22502215923257585
32.184864,-117.15402,0.1756675416969088
32.208994,-117.114496,0.2371005998334
31.879351,-116.880643,0.26203978562693914
31.753736,-116.708821,0.31711970901862446
31.426153,-116.700492,0.2997169827586404
31.769022,-116.725787,0.341034420057636
31.732788,-116.920245,0.16749958259802647
31.622534,-117.141421,0.15141274111919198
31.468532,-117.597819,0.10872370709234665
31.42209,-117.854427,0.06184143435520493
31.274526,-117.554787,0.08189294971971256
31.732069,-116.999619,0.24313943377518857
32.130085,-117.20716,0.14570920379902044
32.230984,-117.449026,0.13329686176449268
32.283469,-117.5902,0.13163393844419344
32.19716,-117.724108,0.08276548050798983
31.664407,-118.363785,0.11809497497972163
31.64318,-118.413913,0.06856480369025744
31.451635,-118.148685,0.13124287476749993
31.400261,-117.957949,0.13302556893429907
31.296435,-117.718732,0.1284967706082681
31.250609,-117.744799,0.11641455168885591
31.004821,-117.985666,0.09977752224440756
30.319447,-118.34076,0.032172063307102844
30.172081,-118.314535,0.033723093780421834
30.305521,-118.313668,0.04337868600926552
31.565659,-118.515653,0.0718781267009621
31.526823,-118.392491,0.09163946285990698
31.40303,-117.575395,0.13266171674916588
31.475287,-117.44431,0.11910683529265055
31.426777,-117.377746,0.11323089797274902
31.592472,-117.664512,0.11839906739150581
31.809222,-118.114989,0.07849643075823556
31.735652,-118.256298,0.08861747468505066
32.0749,-118.224537,0.1504246829449427
32.224214,-118.203091,0.11448419933259403
32.556094,-118.093843,0.08441204484731812
32.86003,-118.106171,0.14986511566939173
32.844769,-118.342872,0.1913994499992349
32.57821,-118.440462,0.11636887918175713
32.691148,-118.383885,0.1470872238742465
33.016028,-118.743941,0.12392443396745688
32.974495,-119.002697,0.07996031862247849
33.121065,-119.485254,0.13153873777861252
33.119088,-119.539655,0.17496279891407168
33.476115,-119.420204,0.13411676481239604
33.794262,-119.276875,0.2056375439145046
33.754611,-119.601626,0.0680801868987417
33.66272,-119.776485,0.1383220728186403
33.012094,-120.853858,0.02071054332872618
32.537678,-121.505383,0.007764675602794107
32.331141,-121.618047,0.003832092311760037
31.904828,-122.07267,0.005994151023953016
32.062043,-122.116868,0.00832700906211496
31.961574,-121.791286,0.009860971845407206
31.842802,-120.973444,0.0165908500307563
31.864245,-120.835995,0.014743846980950546
31.873708,-120.505083,0.01979967480654534
31.802381,-120.198184,0.02669414545624701
31.583961,-119.398014,0.06923970023059325
31.457228,-118.899292,0.34889759721000807
31.021079,-118.825772,0.09130316180259139
31.005678,-118.701649,0.09228091447163557
30.836628,-118.839795,0.058531003793133835
30.432499,-119.158331,0.025387449081601277
30.290901,-119.167222,0.027128641600521308
30.312391,-119.195461,0.028310286724266488
30.37928,-119.30888,0.02084999268020227
30.478453,-119.262483,0.03176263501391479
31.111131,-118.92109,0.0799991305360978
31.890852,-118.571101,0.12897764475336135
32.06058,-118.501776,0.3806586926366375
32.423814,-118.397274,0.2051413677446858
32.197847,-118.563237,0.2760742592614121
32.070892,-118.622697,0.3392530673812642
32.028781,-118.624294,0.3480287561657421
32.299844,-118.770148,0.190040515799124
32.296508,-118.734819,0.2049306898343477
32.27154,-118.866604,0.16293038437785815
32.277335,-118.920732,0.16916177733662424
32.275108,-119.003887,0.27823549221780175
31.911623,-119.561907,0.2921279841755299
31.730504,-119.647539,0.08622939730479424
31.495237,-119.647447,0.057279136121090826
31.420727,-119.575806,0.04752514537094477
31.428964,-119.567394,0.05138605871482324
31.510271,-119.884292,0.06059042457959576
31.628244,-120.492799,0.030172139903481842
31.611302,-120.525429,0.027741725779767076
31.344031,-120.967361,0.024496829245677948
31.106309,-121.696551,0.018825950700504086
30.9829,-121.781254,0.017934006850843343
30.688065,-122.228667,0.01506890208540742
30.478099,-122.330977,0.013215344497812795
30.372809,-122.637712,0.02087090368346527
30.048942,-122.619467,0.0196038497214846
30.194604,-119.931736,0.06588802059824868
30.212822,-119.868403,0.055668389814724106
30.219417,-119.754686,0.08980265200237542
30.121197,-119.02166,0.04707117586292923
30.582478,-117.974893,0.15242779232458192
30.258815,-117.69808,0.3736062196240169
30.602109,-118.133801,0.168919802815786
30.764528,-118.045057,0.28064494679407226
31.436217,-117.589833,0.37165341289555237
32.104599,-117.098665,0.6689296021595676
32.05324,-117.14368,0.5440715155257948
32.087502,-117.152917,0.5139426256774934
32.24318,-117.363968,0.46434932890354863
37.42057,-123.0884,0.776606002769808
37.8225,-123.246,0.877531179449301
37.89323,-123.4379,0.8225096114995061
38.40959,-123.3525,0.852874995756479
38.21906,-123.3943,0.8904617811422157
38.82932,-123.8255,0.9194273264305953
39.49881,-124.0213,0.8052320670320499
40.06993,-124.2395,0.6990043705228277
40.29425,-124.4113,0.792906409382681
40.49114,-124.5776,0.8157692162628382
40.70745,-124.4916,0.8124427119580443
41.4209,-124.4604,0.8089655875120526
42.05039,-124.6258,0.6739472903096617
42.12517,-124.5045,0.6292925743827482
41.64809,-124.3908,0.5462461027637594
42.33134,-124.6689,0.6354002338878267
42.92157,-124.7339,0.8132816495239019
43.46075,-124.5594,0.6790841533892265
44.11529,-124.5092,0.8185870459890691
43.0439,-124.6522,0.8559738843400208
41.95,-124.5771,0.8360455878343549
41.90749,-124.5152,0.8150282857645768
41.93446,-124.4176,0.7473444715557109
41.81974,-124.4585,0.7933359345283542
42.00693,-124.4602,0.8349961686490467
42.28907,-124.5039,0.7858694053137513
41.76974,-124.4509,0.8610038378141187
41.50997,-124.4698,0.8317143325229563
41.44964,-124.432,0.827562587860676
41.41636,-124.3918,0.830646979929721
42.45126,-124.6447,0.8597983545903409
42.26866,-124.649,0.8054286120844909
42.20968,-124.5375,0.8685617616606922
41.65329,-124.4031,0.8881478513913993
41.49677,-124.4757,0.8654145989558532
41.55127,-124.451,0.8994701518468387
41.06677,-124.2516,0.8376407322728459
41.04635,-124.453,0.7414052009627787
42.03454,-124.5408,0.7736581274150768
41.17146,-124.3393,0.7992085714291459
42.07779,-124.6979,0.8619588176273507
41.86428,-124.5036,0.7630295236873129
42.12392,-124.4875,0.7551683326845923
41.48894,-124.2512,0.780690761884704
41.23627,-124.3931,0.8019650758456065
41.24941,-124.3347,0.7910727663988948
40.82353,-124.336,0.7919343883079875
41.27469,-124.4585,0.7353383061845391
41.09823,-124.3569,0.73815130418749
40.96355,-124.2647,0.6506575839111387
40.88579,-124.3108,0.681386473109184
41.72905,-124.4792,0.7472754482378552
41.72513,-124.397,0.7606327787238888
41.80251,-124.5314,0.6540768798282892
41.97251,-124.5121,0.6681548481793519
41.97878,-124.4994,0.6963898437126554
42.72061,-124.6601,0.5646372102220687
42.47089,-124.7282,0.3996436056019753
42.11086,-124.5537,0.7317164494998962
42.27089,-124.5884,0.7222948713023527
42.53066,-124.8622,0.7339496714010887
42.61819,-124.6106,0.737992009895076
41.70575,-124.7936,0.5621593139151737
42.05889,-124.5643,0.5936761549980889
41.75879,-124.5654,0.6460896018650385
41.40744,-124.4165,0.799151246505246
41.49527,-124.4942,0.7920248524323427
40.7258,-124.561,0.5823709893585034
40.5128,-124.6342,0.6043261641032487
40.49006,-124.642,0.4622485100744457
40.53992,-124.6632,0.6104309567823196
40.13491,-124.6872,0.6814215263837824
39.91266,-124.8522,0.4157235925115476
40.22112,-124.75,0.478153934204324
40.18826,-124.4361,0.44084373491604883
40.3509,-124.4864,0.52336806220418
40.19561,-124.377,0.5647085760424054
40.40617,-124.4952,0.5733203375756625
40.62065,-124.6052,0.4098819956706675
40.57884,-124.6024,0.5742766148947254
40.36136,-124.4487,0.5961438964634336
39.83903,-124.1673,0.5345493814823492
36.90731,-122.358,0.8111525752302176
35.74491,-121.5353,0.8445780634713049
33.56002,-119.7539,0.8097027276094988
32.66962,-118.8566,0.6854611925621414
31.83224,-117.9856,0.5422595369737527
30.91655,-117.1298,0.5367689795039142
30.61017,-116.264,0.7754622099770105
30.82736,-116.442,0.7854600260480004
31.09573,-116.5813,0.7974560146137675
31.36731,-116.673,0.8466405136771518
31.47907,-116.7463,0.8232712241198861
31.74979,-116.8676,0.7901827974683587
31.53037,-116.9701,0.6860153365120405
31.63539,-116.8056,0.7831737844972704
32.14742,-117.2959,0.6790118137517208
32.87401,-118.0338,0.7224819869893083
33.58221,-118.898,0.7642762329155409
34.29871,-120.5519,0.786239559817677
34.39762,-120.6455,0.7456670239343506
34.06051,-120.4816,0.8458139717838311
33.50607,-120.0786,0.6096451704382809
32.83234,-119.508,0.7020423307178311
32.15595,-118.8718,0.5262237108017795
31.59104,-118.2594,0.5843581735013136
31.24698,-117.8177,0.6721185912358838
31.09714,-117.5629,0.40527283625880334
31.1868,-117.5631,0.3969418818060007
30.89316,-117.4772,0.5799130887050055
30.72922,-117.4577,0.48906445124048115
30.39453,-117.3675,0.359407128682413
30.51282,-117.3917,0.43045158720240634
30.7361,-117.3419,0.6743646851353199
30.93263,-117.3971,0.6768187933452651
31.2797,-117.2029,0.7237830192669497
30.6055,-116.9339,0.7224990970832296
30.73291,-116.9953,0.5554488602607953
31.01317,-116.9975,0.6636104394954961
31.32942,-117.0528,0.7623967427121137
31.7038,-117.117,0.7027509485420681
31.99145,-117.1868,0.7366607719578102
32.32657,-117.2483,0.8715129073105993
32.34591,-117.2317,0.8938598129636589
32.31974,-117.2113,0.8792422523634129
32.2648,-117.2302,0.781008307481554
32.22555,-117.3057,0.7310660400744491
32.38061,-117.5799,0.7659683607854032
32.82028,-118.1988,0.8152704246550622
33.42995,-119.0945,0.8886857787094236
34.07848,-120.0278,0.7961393064620114
34.82521,-120.8505,0.7380533719315969
35.72938,-121.6096,0.6978218245588059
36.68021,-122.3044,0.3207963133060229
37.47068,-122.8896,0.5174530753674577
37.68904,-123.0705,0.5938644865138515
37.6924,-123.1284,0.4049855942198152
37.64041,-123.1269,0.4678146958278235
37.58332,-123.0955,0.5349310451951731
37.46488,-123.0601,0.6559644153458681
37.28604,-123.0617,0.7138093803845591
36.82474,-123.1968,0.14409083746977916
36.1142,-123.2047,0.08963814031568411
35.29771,-122.9554,0.08562420297225229
34.44786,-122.505,0.05222300850754828
33.64914,-121.9593,0.10880671628049349
32.97549,-121.3778,0.10805807998012822
32.58394,-120.9514,0.17427166152245066
32.37464,-120.699,0.17002666202439717
32.50755,-120.6592,0.3249122549396747
32.66492,-120.591,0.36503518584555616
32.91054,-120.5997,0.17447673999662908
33.1356,-120.5886,0.572955640015974
33.34732,-120.6081,0.564622250093989
33.55216,-120.6134,0.6521155973396983
33.73896,-120.6194,0.6003082636781567
33.89932,-120.5966,0.5762795609895252
34.09524,-120.6253,0.737653322042217
34.15138,-120.4806,0.8271721785354154
34.15419,-120.4192,0.8463475627320991
34.18525,-120.3704,0.8219666767031362
34.31311,-120.4378,0.8042361334096993
34.34102,-120.4697,0.8080047473008455
34.69806,-120.7138,0.8445549012385865
34.73983,-120.7421,0.8119826236154641
34.78623,-120.7757,0.8171129632380916
34.86265,-120.8159,0.818423415946198
34.96403,-120.8813,0.8159090952831286
35.05182,-120.9494,0.7721618048895288
35.18422,-121.0367,0.7346664755633807
35.38029,-121.1716,0.758291080748589
36.7599,-122.2867,0.5705004971337049
37.1203,-122.5659,0.7771647710081595
37.46092,-122.807,0.8179204935224021
38.04326,-123.1907,0.8114684194368889
38.00576,-123.1674,0.7979680329405846
37.72683,-123.0346,0.814879995923593
37.31124,-122.7803,0.766215831932636
36.96809,-122.5235,0.6747545758388693
36.61943,-122.2388,0.5141656142918043
36.25271,-121.9509,0.7536342322547583
35.89279,-121.665,0.7835140158041514
35.47218,-121.3249,0.8174810468421935
35.21929,-121.1662,0.8028888741882263
34.90439,-121.0211,0.8278026004365271
34.60972,-120.876,0.8518744962361614
34.34647,-120.7383,0.8105086237923738
34.14323,-120.7543,0.8390969319441964
34.09987,-120.8593,0.8123520518162021
34.19556,-120.7708,0.8515863933294247
34.02772,-120.8801,0.7642586819539209
33.89313,-120.9863,0.45569541508921385
33.924,-120.9243,0.4779940683910959
34.1864,-120.87,0.8510697165335063
34.86263,-121.1377,0.8834155301583069
35.54233,-121.4643,0.8514834308391527
36.80925,-122.3123,0.6585358981994189
37.4283,-122.8545,0.754622391654755
38.00202,-123.3367,0.806391950346429
38.49357,-123.5649,0.7862791533591906
41.23631,-124.6257,0.4842046587165542
41.77569,-124.7468,0.542044091998347
41.81088,-124.6471,0.6052318384521201
41.63007,-124.6223,0.5878882700201801
41.64595,-124.5866,0.6412161817661767
41.59158,-124.5607,0.6390332849014593
41.59226,-124.5503,0.6240106522098627
41.53913,-124.5318,0.6953427117877998
41.51006,-124.5267,0.7185010027757854
41.47653,-124.5232,0.6130833160907437
41.47818,-124.5271,0.5930067628479141
41.44706,-124.5346,0.6527015519135451
41.45547,-124.5347,0.6693983266755644
41.37091,-124.5267,0.6524032118682885
41.55542,-124.5337,0.6781178865539018
40.88341,-124.4154,0.7175979483453874
41.03918,-124.2347,0.6280271690294893
41.46247,-124.3976,0.7699863061670802
41.93307,-124.4459,0.7275086994398474
41.94712,-124.4477,0.7161005301016474
42.03099,-124.4547,0.7365135011440094
41.76992,-124.3944,0.7317894570919417
41.63197,-124.3752,0.7414895297611381
41.44226,-124.3153,0.766241030876387
41.24736,-124.309,0.7136006595467571
41.109,-124.2395,0.7337325830289243
40.80981,-124.3447,0.7241812362394415
40.74994,-124.4091,0.7238943716508752
40.59555,-124.4003,0.7710323955270468
40.621,-124.5037,0.653494453510632
40.81799,-124.4276,0.7230951087410789
41.37095,-124.3891,0.7512692083473381
41.95121,-124.4335,0.6317778507824641
42.42038,-124.6249,0.6184333984599211
41.58015,-124.3059,0.6954309987145993
41.50456,-124.4071,0.704956131185835
41.12426,-124.321,0.7062333853603038
41.17094,-124.3586,0.6609804973320528
41.39595,-124.4556,0.5793808176704167
41.16491,-124.4693,0.544670021669499
41.02818,-124.3146,0.6584113880755408
41.20358,-124.4008,0.5776897787520724
41.27444,-124.398,0.6296152481415862
41.39078,-124.4401,0.6299406474831386
41.52416,-124.4745,0.6694982944442343
41.54489,-124.4696,0.6921016736094683
41.5195,-124.4735,0.7062226825281337
41.49762,-124.4695,0.682760041208559
41.45647,-124.4487,0.713998626049026
41.4538,-124.4543,0.7139820240477943
41.43123,-124.4511,0.6894169806161495
41.40295,-124.4677,0.7063403001733854
41.38962,-124.4544,0.7345406963476495
41.39695,-124.4566,0.7395518951355919
41.41911,-124.4638,0.787812673689558
41.41046,-124.467,0.709188744977999
41.42879,-124.4674,0.7182374606908328
41.4062,-124.4595,0.6885385687468797
41.42341,-124.4698,0.6482687423034409
41.4342,-124.4773,0.7097337540668189
41.43938,-124.482,0.6427777143702609
41.48893,-124.5046,0.5937000455914411
41.35798,-124.5206,0.6090936150672079
41.15339,-124.5242,0.5671752741358408
40.8645,-124.5089,0.49007454939998657
40.43425,-124.4666,0.6696330336313084
39.94954,-124.3206,0.43878968271202046
39.42582,-124.0892,0.7931106249587789
38.29384,-123.4647,0.7549224811892394
37.73395,-123.109,0.8406572641251271
37.24406,-122.786,0.8352426343778604
36.82679,-122.4917,0.5000799083121723
36.46613,-122.2115,0.6360906792914325
36.27476,-122.028,0.7047883469450189
